790 2.78639e-09
790.143 2.77723e-09
790.286 2.76809e-09
790.429 3.61297e-09
790.572 6.16967e-09
790.715 6.15409e-09
790.858 6.13854e-09
791.001 6.12302e-09
791.144 6.10753e-09
791.287 6.09206e-09
791.43 6.07663e-09
791.573 6.06122e-09
791.716 6.04585e-09
791.859 6.0305e-09
792.002 6.01518e-09
792.145 5.99988e-09
792.288 5.98462e-09
792.431 5.96939e-09
792.574 5.95418e-09
792.717 5.939e-09
792.86 5.92385e-09
793.003 5.90873e-09
793.146 5.89363e-09
793.289 5.87857e-09
793.432 5.86353e-09
793.575 5.84852e-09
793.718 5.83354e-09
793.861 5.81859e-09
794.004 5.80366e-09
794.147 5.78877e-09
794.29 5.7739e-09
794.433 5.75906e-09
794.576 5.74425e-09
794.719 5.72946e-09
794.862 5.71471e-09
795.005 5.69998e-09
795.148 5.68528e-09
795.291 5.67061e-09
795.434 5.65596e-09
795.577 5.64135e-09
795.72 5.62676e-09
795.863 5.61219e-09
796.006 5.59766e-09
796.149 5.58316e-09
796.292 5.56868e-09
796.435 5.55423e-09
796.578 5.53981e-09
796.721 5.52541e-09
796.864 5.51104e-09
797.007 5.4967e-09
797.15 5.48239e-09
797.293 5.46811e-09
797.436 5.45385e-09
797.579 5.43962e-09
797.722 5.42542e-09
797.865 5.41124e-09
798.008 5.3971e-09
798.151 5.38298e-09
798.294 5.36888e-09
798.437 5.35482e-09
798.58 5.34078e-09
798.723 5.32677e-09
798.866 5.31279e-09
799.009 5.29883e-09
799.152 5.2849e-09
799.295 5.271e-09
799.438 5.25713e-09
799.581 5.24328e-09
799.724 5.22946e-09
799.867 5.21566e-09
800.01 5.2019e-09
800.153 5.18816e-09
800.296 5.17445e-09
800.439 5.16076e-09
800.582 5.1471e-09
800.725 5.13347e-09
800.868 5.11987e-09
801.011 5.10629e-09
801.154 5.09274e-09
801.297 5.07921e-09
801.44 5.06571e-09
801.583 5.05224e-09
801.726 5.0388e-09
801.869 5.02538e-09
802.012 5.01199e-09
802.155 4.99863e-09
802.298 4.98529e-09
802.441 4.97198e-09
802.584 4.95869e-09
802.727 4.94543e-09
