Wavelength (micron)  Noise (photon/spectral_pixel)
       1.0862724       666.13944
       1.0863810       508.88733
       1.0864896       423.89470
       1.0865982       391.06573
       1.0867068       381.85526
       1.0868154       380.56375
       1.0869240       381.53670
       1.0870326       385.82107
       1.0871412       398.14742
       1.0872498       420.01737
       1.0873584       449.74260
       1.0874670       492.37241
       1.0875756       556.56358
       1.0876842       635.12375
       1.0877928       699.87375
       1.0879014       720.06286
       1.0880100       682.55055
       1.0881186       599.62836
       1.0882272       503.29787
       1.0883358       431.35459
       1.0884444       407.08482
       1.0885530       419.93819
       1.0886616       438.56182
       1.0887702       440.72781
       1.0888788       424.90534
       1.0889874       404.69205
       1.0890960       391.87502
       1.0892045       387.72893
       1.0893131       402.16150
       1.0894217       489.10951
       1.0895303       711.45181
       1.0896389       1029.0700
       1.0897475       1317.7258
       1.0898561       1461.7443
       1.0899647       1440.4608
       1.0900733       1341.4970
       1.0901819       1225.9754
       1.0902905       1044.1474
       1.0903991       796.84649
       1.0905077       597.83159
       1.0906163       504.07296
       1.0907249       461.41787
       1.0908335       431.84846
       1.0909421       409.49230
       1.0910507       393.89001
       1.0911593       385.01443
       1.0912679       380.10400
       1.0913765       375.42034
       1.0914851       370.74327
       1.0915937       368.07471
       1.0917023       368.74339
       1.0918109       373.88968
       1.0919195       385.81649
       1.0920281       418.23358
       1.0921367       542.84005
       1.0922453       882.11304
       1.0923539       1434.0803
       1.0924625       2034.5515
       1.0925711       2452.5405
       1.0926797       2511.6639
       1.0927883       2187.0465
       1.0928969       1618.4357
       1.0930055       1031.4338
       1.0931141       618.08706
       1.0932227       438.01102
       1.0933313       393.83766
       1.0934399       383.39068
       1.0935485       376.88345
       1.0936571       372.03633
       1.0937657       373.09385
       1.0938743       381.96892
       1.0939829       391.43852
       1.0940915       392.48764
       1.0942001       385.06342
       1.0943087       375.87302
       1.0944173       370.40570
       1.0945259       376.26687
       1.0946345       431.54390
       1.0947431       615.95830
       1.0948517       941.65874
       1.0949603       1302.6284
       1.0950689       1551.0669
       1.0951775       1580.1540
       1.0952861       1379.5001
       1.0953947       1039.6608
       1.0955033       702.59464
       1.0956119       482.80895
       1.0957205       394.72936
       1.0958291       371.93523
       1.0959377       369.51089
       1.0960463       377.35571
       1.0961549       395.28424
       1.0962635       421.16837
       1.0963721       447.55123
       1.0964807       466.67823
       1.0965893       477.44572
       1.0966979       485.81821
       1.0968065       498.36933
       1.0969151       524.78516
       1.0970237       625.97645
       1.0971323       941.55140
       1.0972409       1499.2589
       1.0973495       2128.6859
       1.0974581       2581.0286
       1.0975667       2663.8465
       1.0976753       2342.3111
       1.0977839       1756.1469
       1.0978925       1140.0592
       1.0980011       697.02351
       1.0981097       492.26194
       1.0982183       437.56807
       1.0983269       443.99945
       1.0984355       477.69407
       1.0985441       507.12782
       1.0986527       507.43983
       1.0987613       477.11130
       1.0988699       436.55249
       1.0989785       410.57920
       1.0990871       403.76597
       1.0991957       400.72048
       1.0993043       391.17641
       1.0994129       379.57980
       1.0995215       371.96203
       1.0996301       367.58225
       1.0997387       365.82658
       1.0998473       367.25347
       1.0999559       370.14734
       1.1000645       374.34662
       1.1001731       381.07479
       1.1002817       389.45114
       1.1003903       414.23570
       1.1004989       519.17360
       1.1006075       763.87077
       1.1007161       1094.6563
       1.1008247       1378.0481
       1.1009333       1488.0635
       1.1010419       1374.3126
       1.1011505       1088.7844
       1.1012591       758.92618
       1.1013677       514.73119
       1.1014763       402.18696
       1.1015849       367.38566
       1.1016935       355.84416
       1.1018021       349.32726
       1.1019107       345.03032
       1.1020193       345.25053
       1.1021279       350.91609
       1.1022365       360.50374
       1.1023451       381.58516
       1.1024537       467.45031
       1.1025623       727.78751
       1.1026709       1191.4475
       1.1027795       1738.7173
       1.1028881       2169.4916
       1.1029967       2307.8677
       1.1031053       2096.6085
       1.1032139       1626.6715
       1.1033225       1088.1722
       1.1034311       673.06618
       1.1035397       478.84441
       1.1036483       432.88880
       1.1037569       417.68519
       1.1038655       412.75011
       1.1039741       422.66684
       1.1040827       433.00914
       1.1041913       433.47060
       1.1042999       426.70780
       1.1044085       420.28277
       1.1045171       417.35561
       1.1046257       420.68589
       1.1047343       439.24308
       1.1048429       484.49167
       1.1049515       569.45377
       1.1050601       672.87350
       1.1051687       725.23831
       1.1052773       692.04269
       1.1053859       618.34979
       1.1054945       556.22431
       1.1056031       504.74313
       1.1057117       457.51695
       1.1058204       425.66337
       1.1059289       412.31594
       1.1060376       411.53973
       1.1061461       421.12585
       1.1062548       438.51943
       1.1063633       454.42675
       1.1064720       463.21227
       1.1065805       478.41927
       1.1066892       520.46738
       1.1067977       591.92787
       1.1069064       712.85946
       1.1070149       905.59852
       1.1071236       1106.1870
       1.1072321       1203.3540
       1.1073408       1137.7910
       1.1074493       934.24823
       1.1075580       682.50663
       1.1076665       488.72164
       1.1077752       401.87654
       1.1078837       388.10851
       1.1079924       402.98416
       1.1081009       435.50953
       1.1082096       481.88606
       1.1083181       523.82368
       1.1084268       548.84497
       1.1085353       600.83568
       1.1086440       787.66301
       1.1087525       1120.5261
       1.1088612       1465.7517
       1.1089697       1663.6834
       1.1090784       1624.0155
       1.1091869       1362.5688
       1.1092956       987.91282
       1.1094041       647.02572
       1.1095128       444.24602
       1.1096213       378.33529
       1.1097300       369.83952
       1.1098385       370.32576
       1.1099472       366.95476
       1.1100557       364.10585
       1.1101644       368.82436
       1.1102729       376.97966
       1.1103816       379.76264
       1.1104902       376.38922
       1.1105988       372.68801
       1.1107074       372.78143
       1.1108160       376.01027
       1.1109246       378.02785
       1.1110332       375.34411
       1.1111418       368.29511
       1.1112504       359.82040
       1.1113590       354.14587
       1.1114676       353.63782
       1.1115762       356.37528
       1.1116848       359.40145
       1.1117934       361.98042
       1.1119020       365.59523
       1.1120106       374.71122
       1.1121192       394.52927
       1.1122278       422.36878
       1.1123364       446.64017
       1.1124450       454.67894
       1.1125536       440.27424
       1.1126622       409.92329
       1.1127708       378.43546
       1.1128794       356.15937
       1.1129880       343.72111
       1.1130966       337.45008
       1.1132052       335.15873
       1.1133138       334.59558
       1.1134224       333.62191
       1.1135310       337.86348
       1.1136396       367.54580
       1.1137482       449.19772
       1.1138568       580.87410
       1.1139654       714.93097
       1.1140740       788.20672
       1.1141826       763.11164
       1.1142912       650.63384
       1.1143998       506.44248
       1.1145084       398.55546
       1.1146170       354.25462
       1.1147256       345.98633
       1.1148342       342.97527
       1.1149428       335.58763
       1.1150514       335.50232
       1.1151600       384.41971
       1.1152686       523.78711
       1.1153772       727.63883
       1.1154858       916.92244
       1.1155944       1010.7865
       1.1157030       967.92098
       1.1158116       808.95949
       1.1159202       607.19879
       1.1160288       450.45014
       1.1161374       386.51737
       1.1162460       389.06774
       1.1163546       409.69299
       1.1164632       423.12023
       1.1165718       425.56237
       1.1166804       457.02717
       1.1167890       613.69975
       1.1168976       877.99970
       1.1170062       1068.0129
       1.1171148       1030.3090
       1.1172234       789.69230
       1.1173320       520.97812
       1.1174406       368.09657
       1.1175492       323.25023
       1.1176578       320.80475
       1.1177664       327.96592
       1.1178750       333.55461
       1.1179836       335.69387
       1.1180922       335.81799
       1.1182008       336.70940
       1.1183094       338.18495
       1.1184180       338.00891
       1.1185266       337.09799
       1.1186352       335.72411
       1.1187438       331.15166
       1.1188524       324.31465
       1.1189610       319.56196
       1.1190696       317.53358
       1.1191782       314.52634
       1.1192868       308.89680
       1.1193954       306.02970
       1.1195040       314.08718
       1.1196126       348.55045
       1.1197212       486.60122
       1.1198298       830.25597
       1.1199384       1297.5109
       1.1200470       1628.4975
       1.1201556       1589.7926
       1.1202642       1198.1176
       1.1203728       717.53331
       1.1204814       414.87262
       1.1205900       331.87942
       1.1206986       327.15124
       1.1208072       331.85368
       1.1209158       338.21089
       1.1210244       347.25055
       1.1211330       363.96270
       1.1212416       394.88381
       1.1213502       432.88911
       1.1214588       456.31305
       1.1215674       447.32970
       1.1216760       405.34633
       1.1217846       348.27239
       1.1218932       302.66515
       1.1220018       283.42991
       1.1221104       282.04776
       1.1222190       284.37635
       1.1223276       290.43928
       1.1224362       315.35490
       1.1225448       371.66058
       1.1226534       441.97851
       1.1227620       489.07124
       1.1228706       489.23491
       1.1229792       446.32893
       1.1230878       384.23841
       1.1231964       330.49027
       1.1233050       298.50214
       1.1234136       280.75963
       1.1235222       267.12594
       1.1236308       259.06026
       1.1237394       259.72633
       1.1238480       264.55213
       1.1239566       267.22634
       1.1240652       267.81753
       1.1241738       270.91726
       1.1242824       276.50704
       1.1243910       279.73035
       1.1244996       279.80525
       1.1246082       279.54509
       1.1247168       279.30590
       1.1248254       277.85744
       1.1249340       275.07880
       1.1250426       271.01124
       1.1251512       264.69012
       1.1252598       255.06916
       1.1253684       243.07514
       1.1254770       233.35165
       1.1255856       232.33557
       1.1256942       241.87028
       1.1258028       257.97660
       1.1259114       276.45427
       1.1260200       291.97714
       1.1261286       298.09048
       1.1262372       294.38958
       1.1263458       287.40403
       1.1264544       282.11153
       1.1265630       278.85777
       1.1266716       287.03887
       1.1267802       362.74894
       1.1268888       604.06106
       1.1269974       983.78763
       1.1271060       1308.8025
       1.1272146       1362.8421
       1.1273232       1100.6596
       1.1274318       702.94320
       1.1275403       406.01096
       1.1276489       292.32244
       1.1277575       269.57591
       1.1278661       265.05164
       1.1279747       266.63952
       1.1280833       281.21972
       1.1281919       306.43813
       1.1283005       324.12081
       1.1284091       322.88695
       1.1285177       312.16590
       1.1286263       309.60938
       1.1287349       322.98725
       1.1288435       351.90060
       1.1289521       389.21386
       1.1290607       417.41500
       1.1291693       421.77429
       1.1292779       407.26641
       1.1293865       395.85100
       1.1294951       406.36847
       1.1296037       444.42823
       1.1297123       509.66565
       1.1298209       592.87006
       1.1299295       656.48673
       1.1300381       644.86032
       1.1301467       543.02028
       1.1302553       413.30852
       1.1303639       346.87116
       1.1304725       356.12153
       1.1305811       385.44411
       1.1306897       404.11169
       1.1307983       409.26009
       1.1309069       411.75858
       1.1310155       432.30122
       1.1311241       480.17689
       1.1312327       528.59074
       1.1313413       538.50358
       1.1314499       500.51266
       1.1315585       454.75094
