7900.79 3.04103e-10
7902.220143 3.07106e-10
7903.650286 3.10111e-10
7905.080429 3.13118e-10
7906.510572 3.16125e-10
7907.940715 3.19133e-10
7909.370858 3.22142e-10
7910.801001 3.25152e-10
7912.231144 3.28164e-10
7913.661287 3.31176e-10
7915.09143 3.3419e-10
7916.521573 3.37204e-10
7917.951716 3.4022e-10
7919.381859 3.43237e-10
7920.812002 3.46254e-10
7922.242145 3.49273e-10
7923.672288 3.52293e-10
7925.102431 3.55314e-10
7926.532574 3.58336e-10
7927.962717 3.61359e-10
7929.39286 3.64384e-10
7930.823003 3.67703e-10
7932.253146 3.71168e-10
7933.683289 3.74634e-10
7935.113432 3.78102e-10
7936.543575 3.8157e-10
7937.973718 3.8504e-10
7939.403861 3.88511e-10
7940.834004 3.91983e-10
7942.264147 3.95457e-10
7943.69429 3.98931e-10
7945.124433 4.02407e-10
7946.554576 4.05884e-10
7947.984719 4.09363e-10
7949.414862 4.12842e-10
7950.845005 4.16323e-10
7952.275148 4.19805e-10
7953.705291 4.23288e-10
7955.135434 4.26773e-10
7956.565577 4.30259e-10
7957.99572 4.33745e-10
7959.425863 4.37234e-10
7960.856006 4.40723e-10
7962.286149 4.44214e-10
7963.716292 4.47705e-10
7965.146435 4.51199e-10
7966.576578 4.54693e-10
7968.006721 4.58188e-10
7969.436864 4.61685e-10
7970.867007 4.65183e-10
7972.29715 4.68682e-10
7973.727293 4.72183e-10
7975.157436 4.75684e-10
7976.587579 4.79187e-10
7978.017722 4.82691e-10
7979.447865 4.86197e-10
7980.878008 4.89703e-10
7982.308151 4.93211e-10
7983.738294 4.9672e-10
7985.168437 5.0023e-10
7986.59858 5.03742e-10
7988.028723 5.07254e-10
7989.458866 5.10768e-10
7990.889009 5.14283e-10
7992.319152 5.178e-10
7993.749295 5.21317e-10
7995.179438 5.24836e-10
7996.609581 5.28356e-10
7998.039724 5.31877e-10
7999.469867 5.354e-10
8000.90001 5.38923e-10
8002.330153 5.42448e-10
8003.760296 5.45975e-10
8005.190439 5.49502e-10
8006.620582 5.53031e-10
8008.050725 5.5656e-10
8009.480868 5.60091e-10
8010.911011 5.63624e-10
8012.341154 5.62811e-10
8013.771297 5.60939e-10
8015.20144 5.59067e-10
8016.631583 5.57194e-10
8018.061726 5.55321e-10
8019.491869 5.53447e-10
8020.922012 5.51572e-10
8022.352155 5.49696e-10
8023.782298 5.4782e-10
8025.212441 5.45942e-10
8026.642584 5.44065e-10
8028.072727 5.42186e-10
8029.50287 5.40307e-10
8030.933013 5.38427e-10
8032.363156 5.36546e-10
8033.793299 5.34665e-10
8035.223442 5.32783e-10
8036.653585 5.309e-10
8038.083728 5.29017e-10
8039.513871 5.27133e-10
8040.944014 5.25248e-10
8042.374157 5.23362e-10
8043.8043 5.21476e-10
8045.234443 5.19589e-10
8046.664586 5.17701e-10
8048.094729 5.15813e-10
8049.524872 5.13924e-10
8050.955015 5.12034e-10
8052.385158 5.10144e-10
8053.815301 5.08253e-10
8055.245444 5.06361e-10
8056.675587 5.04468e-10
8058.10573 5.02575e-10
8059.535873 5.00681e-10
8060.966016 4.98786e-10
8062.396159 4.96891e-10
8063.826302 4.94995e-10
8065.256445 4.93098e-10
8066.686588 4.912e-10
8068.116731 4.89302e-10
8069.546874 4.87403e-10
8070.977017 4.85504e-10
8072.40716 4.83603e-10
8073.837303 4.81702e-10
8075.267446 4.79801e-10
8076.697589 4.77898e-10
8078.127732 4.75995e-10
8079.557875 4.74091e-10
8080.988018 4.72187e-10
8082.418161 4.70281e-10
8083.848304 4.68375e-10
8085.278447 4.66469e-10
8086.70859 4.64561e-10
8088.138733 4.62653e-10
8089.568876 4.60745e-10
8090.999019 4.58835e-10
8092.429162 4.56925e-10
8093.859305 4.5694e-10
8095.289448 4.57099e-10
8096.719591 4.57258e-10
8098.149734 4.57418e-10
8099.579877 4.57578e-10
8101.01002 4.57737e-10
8102.440163 4.57897e-10
8103.870306 4.58056e-10
8105.300449 4.58216e-10
8106.730592 4.58376e-10
8108.160735 4.58535e-10
8109.590878 4.58695e-10
8111.021021 4.58855e-10
8112.451164 4.59014e-10
8113.881307 4.59174e-10
8115.31145 4.59334e-10
8116.741593 4.59494e-10
8118.171736 4.59654e-10
8119.601879 4.59814e-10
